id,s,i,r,d,population,long,lat,date
OM,CH,2.0,
OM,OM,4.0,
OM,LB,1.0,
OM,TH,1.0,
OM,FR,1.0,
OM,DE,2.0,
OM,NP,1.0,
OM,GB,1.0,
OM,MV,1.0,
OM,IT,1.0,
OM,TZ,1.0,
PK,AF,4.0,
PK,AE,51.0,
PK,CN,4.0,
PK,TH,4.0,
PK,BH,6.0,
PK,PK,116.0,
PK,IR,3.0,
PK,KW,6.0,
PK,LK,2.0,
PK,SA,39.0,
PK,OM,13.0,
PK,ES,2.0,
PK,GB,7.0,
PK,FR,1.0,
PK,DK,1.0,
PK,IT,2.0,
PK,CA,3.0,
PK,IN,3.0,
PK,BD,1.0,
PK,NP,1.0,
PK,MY,3.0,
PK,QA,6.0,
PK,NO,1.0,
PK,TR,3.0,
PA,CR,7.0,
PA,PA,9.0,
PA,VE,6.0,
PA,US,30.0,
PA,FR,1.0,
PA,MX,8.0,
PA,HT,2.0,
PA,TT,2.0,
PA,CO,10.0,
PA,SV,2.0,
PA,NL,2.0,
PA,PY,1.0,
PA,BR,7.0,
PA,AR,2.0,
PA,GT,1.0,
PA,EC,3.0,
PA,CU,2.0,
PA,PE,2.0,
PA,JM,2.0,
PA,NI,2.0,
PA,UY,1.0,
PA,BS,1.0,
PA,DO,4.0,
PA,HN,2.0,
PA,CL,1.0,
PA,BO,1.0,
PA,CA,1.0,
PA,ES,1.0,
PG,PG,138.0,
PG,AU,9.0,
PG,PH,2.0,
PG,ID,1.0,
PG,FJ,1.0,
PG,JP,1.0,
PG,SG,1.0,
PY,UY,1.0,
PY,US,2.0,
PY,AR,4.0,
PY,PE,1.0,
PY,PA,1.0,
PY,BR,5.0,
PY,PY,4.0,
PY,CL,2.0,
PY,BO,2.0,
PE,PE,98.0,
PE,US,21.0,
PE,CL,7.0,
PE,CA,1.0,
PE,FR,2.0,
PE,BO,8.0,
PE,MX,4.0,
PE,AR,4.0,
PE,PY,1.0,
PE,CO,4.0,
PE,VE,2.0,
PE,BR,10.0,
PE,EC,6.0,
PE,UY,1.0,
PE,SV,1.0,
PE,DO,2.0,
PE,CR,1.0,
PE,NL,2.0,
PE,PA,2.0,
PE,ES,3.0,
PE,CU,2.0,
PH,PH,240.0,
PH,AE,7.0,
PH,JP,15.0,
PH,SG,17.0,
PH,KR,27.0,
PH,MY,9.0,
PH,TH,6.0,
PH,CN,13.0,
PH,ID,5.0,
PH,VN,4.0,
PH,KH,1.0,
PH,TW,9.0,
PH,BH,2.0,
PH,SA,5.0,
PH,QA,3.0,
PH,AU,4.0,
PH,US,3.0,
PH,GB,1.0,
PH,CA,1.0,
PH,PG,2.0,
PL,DE,44.0,
PL,GR,7.0,
PL,GB,67.0,
PL,DK,8.0,
PL,CA,2.0,
PL,FR,15.0,
PL,FI,5.0,
PL,IT,29.0,
PL,BY,2.0,
PL,LV,2.0,
PL,CN,2.0,
PL,NO,31.0,
PL,SE,13.0,
PL,ES,22.0,
PL,IE,15.0,
PL,AE,2.0,
PL,BG,2.0,
PL,PL,24.0,
PL,BE,6.0,
PL,NL,9.0,
PL,MT,2.0,
PL,CY,2.0,
PL,SI,2.0,
PL,RS,2.0,
PL,CH,7.0,
PL,HR,3.0,
PL,AT,4.0,
PL,HU,2.0,
PL,AM,1.0,
PL,TR,2.0,
PL,US,2.0,
PL,UA,6.0,
PL,RU,4.0,
PL,PT,2.0,
PL,RO,2.0,
PL,CZ,3.0,
PL,GE,3.0,
PL,EE,1.0,
PL,IL,4.0,
PL,LT,1.0,
PL,QA,1.0,
PT,DE,62.0,
PT,MD,1.0,
PT,GB,82.0,
PT,US,14.0,
PT,ES,43.0,
PT,AT,6.0,
PT,CH,17.0,
PT,FR,51.0,
PT,DZ,2.0,
PT,MA,4.0,
PT,NL,22.0,
PT,BE,18.0,
PT,FI,2.0,
PT,IT,18.0,
PT,AO,3.0,
PT,SE,4.0,
PT,DK,5.0,
PT,NO,3.0,
PT,IE,12.0,
PT,AE,2.0,
PT,PT,101.0,
PT,LU,7.0,
PT,PL,2.0,
PT,UA,2.0,
PT,CZ,2.0,
PT,CA,8.0,
PT,RU,2.0,
PT,TR,2.0,
PT,VE,3.0,
PT,GH,1.0,
PT,ML,1.0,
PT,BR,12.0,
PT,HU,1.0,
PT,SN,1.0,
PT,MZ,1.0,
PT,RO,1.0,
PT,TN,1.0,
QA,IN,17.0,
QA,BH,12.0,
QA,US,11.0,
QA,DE,9.0,
QA,NL,3.0,
QA,OM,6.0,
QA,AE,11.0,
QA,GR,2.0,
QA,ES,6.0,
QA,CH,3.0,
QA,IT,4.0,
QA,IR,5.0,
QA,AZ,2.0,
QA,JP,6.0,
QA,KW,2.0,
QA,LB,2.0,
QA,MY,2.0,
QA,SA,9.0,
QA,EG,4.0,
QA,KR,2.0,
QA,TR,4.0,
QA,PK,5.0,
QA,PH,3.0,
QA,ET,1.0,
QA,DZ,1.0,
QA,JO,2.0,
QA,SE,1.0,
QA,IQ,5.0,
QA,TH,1.0,
QA,BE,1.0,
QA,HU,1.0,
QA,CN,6.0,
QA,FR,1.0,
QA,ID,1.0,
QA,LK,2.0,
QA,MA,1.0,
QA,DK,1.0,
QA,BD,1.0,
QA,TZ,1.0,
QA,RU,1.0,
QA,UG,1.0,
QA,BR,1.0,
QA,ZA,1.0,
QA,SD,2.0,
QA,NP,2.0,
QA,CY,1.0,
QA,GB,4.0,
QA,NG,1.0,
QA,AU,2.0,
QA,MV,1.0,
QA,KE,1.0,
QA,NO,1.0,
QA,RO,1.0,
QA,BU,1.0,
QA,VN,1.0,
QA,SG,1.0,
QA,TN,1.0,
QA,AT,1.0,
QA,PL,1.0,
QA,CA,1.0,
RO,MD,3.0,
RO,GR,4.0,
RO,GB,11.0,
RO,DE,16.0,
RO,FR,7.0,
RO,RO,27.0,
RO,IT,34.0,
RO,CY,3.0,
RO,BG,3.0,
RO,IE,2.0,
RO,AE,3.0,
RO,ES,17.0,
RO,RS,2.0,
RO,NL,4.0,
RO,PL,2.0,
RO,CH,3.0,
RO,IL,5.0,
RO,LB,2.0,
RO,CZ,5.0,
RO,AT,8.0,
RO,TR,4.0,
RO,QA,1.0,
RO,JO,2.0,
RO,BE,4.0,
RO,HU,1.0,
RO,RU,2.0,
RO,DK,1.0,
RO,PT,1.0,
RO,NO,1.0,
RU,RU,964.0,
RU,AZ,21.0,
RU,UZ,81.0,
RU,ME,7.0,
RU,NO,4.0,
RU,AM,27.0,
RU,CZ,24.0,
RU,KZ,35.0,
RU,TR,32.0,
RU,MD,5.0,
RU,GR,28.0,
RU,GE,5.0,
RU,DE,47.0,
RU,FR,11.0,
RU,DZ,1.0,
RU,IT,34.0,
RU,MA,2.0,
RU,FI,9.0,
RU,BY,12.0,
RU,GB,8.0,
RU,TN,6.0,
RU,LV,8.0,
RU,CN,48.0,
RU,TH,11.0,
RU,CU,3.0,
RU,CY,11.0,
RU,US,13.0,
RU,AE,35.0,
RU,BG,8.0,
RU,AT,13.0,
RU,JP,9.0,
RU,ES,28.0,
RU,IR,2.0,
RU,SI,2.0,
RU,RS,2.0,
RU,KR,13.0,
RU,NL,4.0,
RU,MT,4.0,
RU,PL,4.0,
RU,CH,6.0,
RU,IL,10.0,
RU,UA,38.0,
RU,LB,2.0,
RU,EG,11.0,
RU,MN,2.0,
RU,EE,3.0,
RU,QA,1.0,
RU,JO,2.0,
RU,RO,2.0,
RU,PT,2.0,
RU,HR,2.0,
RU,SE,4.0,
RU,DK,3.0,
RU,BE,2.0,
RU,SG,2.0,
RU,HU,4.0,
RU,IN,2.0,
RU,VN,6.0,
RU,MV,2.0,
RU,DO,4.0,
RU,LT,4.0,
RU,CA,2.0,
RU,LK,1.0,
RU,MX,1.0,
RU,MU,1.0,
RU,SC,1.0,
RW,UG,11.0,
RW,KE,8.0,
RW,BI,7.0,
RW,ET,2.0,
RW,ZA,2.0,
RW,BE,1.0,
RW,TZ,2.0,
RW,AE,1.0,
RW,TR,1.0,
RW,RW,2.0,
RW,GA,1.0,
RW,NG,1.0,
SA,BD,7.0,
SA,LY,2.0,
SA,TD,1.0,
SA,AE,46.0,
SA,IN,38.0,
SA,ET,9.0,
SA,DE,10.0,
SA,TR,20.0,
SA,NL,3.0,
SA,KW,17.0,
SA,FR,4.0,
SA,MA,4.0,
SA,EG,54.0,
SA,IT,8.0,
SA,GB,7.0,
SA,SA,155.0,
SA,MY,5.0,
SA,ID,6.0,
SA,BH,8.0,
SA,IR,12.0,
SA,KR,1.0,
SA,KE,2.0,
SA,LB,5.0,
SA,QA,9.0,
SA,LK,9.0,
SA,PK,40.0,
SA,PH,5.0,
SA,JO,10.0,
SA,SD,8.0,
SA,SG,3.0,
SA,DZ,2.0,
SA,CN,2.0,
SA,CH,2.0,
SA,US,5.0,
SA,ZA,1.0,
SA,NG,1.0,
SA,ES,2.0,
SA,OM,7.0,
SA,TN,3.0,
SA,CA,1.0,
SA,ER,1.0,
SN,ML,5.0,
SN,BF,1.0,
SN,GH,3.0,
SN,GM,4.0,
SN,CM,1.0,
SN,SL,2.0,
SN,NG,1.0,
SN,GW,2.0,
SN,ES,8.0,
SN,BE,5.0,
SN,GN,8.0,
SN,FR,3.0,
SN,DZ,1.0,
SN,MA,1.0,
SN,US,4.0,
SN,SN,4.0,
SN,CI,3.0,
SN,BJ,2.0,
SN,MR,2.0,
SN,AE,1.0,
SN,IT,1.0,
SN,ZA,3.0,
SN,TR,1.0,
SN,PT,1.0,
SN,TN,1.0,
RS,CH,9.0,
RS,DE,25.0,
RS,GR,4.0,
RS,FR,4.0,
RS,IT,6.0,
RS,HU,2.0,
RS,SE,6.0,
RS,NO,2.0,
RS,NL,3.0,
RS,AE,3.0,
RS,GB,4.0,
RS,BA,3.0,
RS,SI,2.0,
RS,BE,2.0,
RS,DK,2.0,
RS,CY,2.0,
RS,RO,2.0,
RS,CZ,1.0,
RS,TR,6.0,
RS,MK,1.0,
RS,BG,2.0,
RS,RU,2.0,
RS,ME,4.0,
RS,IL,1.0,
RS,AT,3.0,
RS,PL,2.0,
RS,HR,2.0,
RS,TN,1.0,
SC,AE,4.0,
SC,DE,1.0,
SC,SC,2.0,
SC,ZA,2.0,
SC,MU,1.0,
SC,KE,1.0,
SC,LK,2.0,
SC,RU,1.0,
SL,GM,2.0,
SL,SN,2.0,
SL,GB,2.0,
SL,LR,8.0,
SL,FR,2.0,
SL,MA,1.0,
SL,CI,1.0,
SL,GH,3.0,
SL,NG,1.0,
SG,TH,27.0,
SG,AU,42.0,
SG,CN,44.0,
SG,MY,39.0,
SG,PH,17.0,
SG,KH,8.0,
SG,BU,6.0,
SG,VN,12.0,
SG,TW,8.0,
SG,IN,37.0,
SG,JP,18.0,
SG,AE,11.0,
SG,FR,2.0,
SG,KR,5.0,
SG,FI,1.0,
SG,GB,4.0,
SG,BD,4.0,
SG,ID,62.0,
SG,LK,5.0,
SG,NZ,5.0,
SG,TR,3.0,
SG,UZ,2.0,
SG,NL,3.0,
SG,DE,7.0,
SG,CH,3.0,
SG,NP,2.0,
SG,ZA,4.0,
SG,PG,1.0,
SG,QA,1.0,
SG,LA,1.0,
SG,DK,2.0,
SG,ES,1.0,
SG,RU,2.0,
SG,IT,2.0,
SG,MV,2.0,
SG,SA,3.0,
SK,CZ,5.0,
SK,SK,3.0,
SK,NO,1.0,
SK,ES,3.0,
SK,IT,4.0,
SK,GB,6.0,
SK,FR,1.0,
SK,BE,1.0,
SK,IE,1.0,
SK,AT,1.0,
SI,FR,2.0,
SI,FI,1.0,
SI,NL,1.0,
SI,BE,3.0,
SI,DK,2.0,
SI,DE,4.0,
SI,TR,2.0,
SI,CZ,1.0,
SI,RS,2.0,
SI,BA,1.0,
SI,MK,1.0,
SI,RU,2.0,
SI,ME,2.0,
SI,AL,1.0,
SI,AT,2.0,
SI,PL,2.0,
SI,CH,2.0,
SI,GB,2.0,
SO,KE,6.0,
SO,DJ,4.0,
SO,SO,17.0,
SO,ET,1.0,
SO,UG,1.0,
SO,AE,2.0,
ZA,ZA,119.0,
ZA,IN,3.0,
ZA,GB,9.0,
ZA,FR,2.0,
ZA,NL,3.0,
ZA,AE,10.0,
ZA,US,5.0,
ZA,ZW,9.0,
ZA,ZM,7.0,
ZA,MU,5.0,
ZA,NA,9.0,
ZA,BW,9.0,
ZA,AO,3.0,
ZA,ET,2.0,
ZA,MW,3.0,
ZA,SC,2.0,
ZA,TZ,2.0,
ZA,BR,2.0,
ZA,KE,2.0,
ZA,DE,6.0,
ZA,CH,2.0,
ZA,IL,1.0,
ZA,MG,2.0,
ZA,EG,2.0,
ZA,SG,4.0,
ZA,AU,4.0,
ZA,QA,2.0,
ZA,MZ,15.0,
ZA,GH,1.0,
ZA,TH,2.0,
ZA,SN,3.0,
ZA,UG,1.0,
ZA,RW,2.0,
ZA,GA,1.0,
ZA,NG,2.0,
ZA,SA,1.0,
ZA,TR,1.0,
ES,CH,42.0,
ES,GM,4.0,
ES,MA,39.0,
ES,DE,353.0,
ES,LV,3.0,
ES,GR,7.0,
ES,GB,512.0,
ES,US,57.0,
ES,ES,579.0,
ES,AT,40.0,
ES,FR,151.0,
ES,DK,31.0,
ES,PT,43.0,
ES,CA,4.0,
ES,DZ,14.0,
ES,BE,60.0,
ES,MX,8.0,
ES,AR,4.0,
ES,CO,5.0,
ES,FI,16.0,
ES,IT,120.0,
ES,BY,1.0,
ES,BR,8.0,
ES,CN,2.0,
ES,CU,3.0,
ES,QA,5.0,
ES,SE,34.0,
ES,NO,52.0,
ES,PL,22.0,
ES,DO,5.0,
ES,IE,53.0,
ES,AE,2.0,
ES,BG,8.0,
ES,NL,68.0,
ES,SK,3.0,
ES,LT,4.0,
ES,HU,5.0,
ES,MT,4.0,
ES,EE,1.0,
ES,RU,28.0,
ES,JO,4.0,
ES,HR,5.0,
ES,SN,7.0,
ES,UA,11.0,
ES,LU,12.0,
ES,RO,17.0,
ES,CZ,16.0,
ES,IL,6.0,
ES,MR,3.0,
ES,GH,1.0,
ES,VE,4.0,
ES,GT,1.0,
ES,EC,4.0,
ES,AO,1.0,
ES,PE,3.0,
ES,NG,1.0,
ES,PA,1.0,
ES,CL,2.0,
ES,CR,1.0,
ES,GQ,1.0,
ES,KR,1.0,
ES,LY,1.0,
ES,EG,2.0,
ES,BO,2.0,
ES,TR,7.0,
ES,PK,2.0,
ES,SG,1.0,
ES,SA,2.0,
ES,TH,1.0,
ES,TN,3.0,
ES,UY,1.0,
ES,IS,2.0,
LK,IN,22.0,
LK,AE,12.0,
LK,IT,3.0,
LK,MV,11.0,
LK,TH,4.0,
LK,SG,5.0,
LK,MY,4.0,
LK,LK,13.0,
LK,KR,1.0,
LK,KW,3.0,
LK,PK,2.0,
LK,BH,2.0,
LK,ID,2.0,
LK,BD,2.0,
LK,SA,11.0,
LK,OM,3.0,
LK,SC,2.0,
LK,CN,5.0,
LK,QA,2.0,
LK,FR,1.0,
LK,RU,1.0,
LK,DE,1.0,
LK,GB,1.0,
LK,JP,1.0,
SD,AE,10.0,
SD,ET,2.0,
SD,SD,17.0,
SD,BH,1.0,
SD,KE,1.0,
SD,EG,3.0,
SD,QA,2.0,
SD,JO,2.0,
SD,SA,8.0,
SD,TD,1.0,
SD,TR,1.0,
SD,ER,1.0,
SR,TT,3.0,
SR,NL,2.0,
SR,BR,1.0,
SR,GY,1.0,
SE,SE,167.0,
SE,FI,22.0,
SE,NO,13.0,
SE,DE,29.0,
SE,GR,10.0,
SE,FR,17.0,
SE,GB,27.0,
SE,AT,4.0,
SE,MA,1.0,
SE,NL,7.0,
SE,BY,1.0,
SE,DK,9.0,
SE,LV,4.0,
SE,CH,6.0,
SE,CN,2.0,
SE,ES,34.0,
SE,RS,6.0,
SE,TH,3.0,
SE,HU,4.0,
SE,IT,19.0,
SE,HR,9.0,
SE,PT,3.0,
SE,US,7.0,
SE,PL,13.0,
SE,CY,2.0,
SE,CZ,4.0,
SE,BA,3.0,
SE,IL,1.0,
SE,LT,2.0,
SE,IE,2.0,
SE,AE,2.0,
SE,IR,3.0,
SE,ET,2.0,
SE,IS,1.0,
SE,MT,3.0,
SE,BE,6.0,
SE,LU,1.0,
SE,EE,4.0,
SE,TR,6.0,
SE,QA,1.0,
SE,RU,4.0,
SE,IQ,7.0,
SE,MK,3.0,
CH,ES,42.0,
CH,IT,38.0,
CH,FR,21.0,
CH,GB,24.0,
CH,CY,3.0,
CH,EG,10.0,
CH,DE,42.0,
CH,AT,11.0,
CH,TR,11.0,
CH,RS,9.0,
CH,MK,2.0,
CH,GR,9.0,
CH,PT,21.0,
CH,US,29.0,
CH,FI,3.0,
CH,CA,8.0,
CH,DZ,1.0,
CH,IN,4.0,
CH,MA,5.0,
CH,BY,1.0,
CH,DK,7.0,
CH,LV,1.0,
CH,SE,6.0,
CH,CN,3.0,
CH,QA,3.0,
CH,NO,3.0,
CH,IE,3.0,
CH,AE,7.0,
CH,CH,10.0,
CH,BG,1.0,
CH,IS,1.0,
CH,BE,6.0,
CH,BA,1.0,
CH,SI,2.0,
CH,PL,7.0,
CH,KR,1.0,
CH,NL,5.0,
CH,MT,3.0,
CH,LU,2.0,
CH,KE,3.0,
CH,RU,6.0,
CH,CZ,4.0,
CH,IL,5.0,
CH,TH,2.0,
CH,HU,2.0,
CH,HR,8.0,
CH,BR,1.0,
CH,CU,1.0,
CH,ZA,2.0,
CH,UA,3.0,
CH,JP,2.0,
CH,RO,3.0,
CH,DO,1.0,
CH,SG,3.0,
CH,LB,1.0,
CH,JO,2.0,
CH,SA,2.0,
CH,TN,6.0,
CH,OM,2.0,
CH,ME,1.0,
TW,JP,68.0,
TW,SG,9.0,
TW,CN,189.0,
TW,PH,9.0,
TW,TW,26.0,
TW,KR,18.0,
TW,VN,13.0,
TW,NL,2.0,
TW,MY,7.0,
TW,IN,2.0,
TW,TH,8.0,
TW,AU,3.0,
TW,FR,1.0,
TW,ID,7.0,
TW,US,14.0,
TW,KH,3.0,
TW,CA,3.0,
TW,DE,1.0,
TW,BU,1.0,
TW,AT,1.0,
TW,AE,1.0,
TZ,KE,16.0,
TZ,NL,3.0,
TZ,TZ,34.0,
TZ,DE,1.0,
TZ,AE,1.0,
TZ,ET,4.0,
TZ,MW,1.0,
TZ,ZA,2.0,
TZ,EG,1.0,
TZ,ZW,1.0,
TZ,UG,4.0,
TZ,QA,1.0,
TZ,TR,1.0,
TZ,MZ,1.0,
TZ,RW,2.0,
TZ,OM,1.0,
TH,SG,28.0,
TH,CN,72.0,
TH,BD,7.0,
TH,PH,6.0,
TH,IN,18.0,
TH,KR,21.0,
TH,TH,202.0,
TH,BU,12.0,
TH,MY,33.0,
TH,JP,21.0,
TH,AE,9.0,
TH,FR,3.0,
TH,LA,10.0,
TH,FI,1.0,
TH,GB,4.0,
TH,NL,3.0,
TH,TW,8.0,
TH,AT,3.0,
TH,RU,13.0,
TH,LK,4.0,
TH,PK,4.0,
TH,KE,3.0,
TH,SE,3.0,
TH,NO,3.0,
TH,AU,14.0,
TH,ET,2.0,
TH,ID,8.0,
TH,VN,10.0,
TH,KH,8.0,
TH,BH,3.0,
TH,UZ,1.0,
TH,KZ,1.0,
TH,KW,1.0,
TH,DE,4.0,
TH,CH,2.0,
TH,IL,2.0,
TH,MG,2.0,
TH,JO,2.0,
TH,EG,3.0,
TH,MN,1.0,
TH,MV,1.0,
TH,UA,1.0,
TH,QA,1.0,
TH,NP,2.0,
TH,ZA,2.0,
TH,DK,2.0,
TH,BE,2.0,
TH,NZ,2.0,
TH,IT,2.0,
TH,TR,2.0,
TH,ES,1.0,
TH,IR,1.0,
TH,OM,1.0,
TG,BF,2.0,
TG,FR,1.0,
TG,GH,2.0,
TG,CI,2.0,
TG,NG,2.0,
TG,ET,1.0,
TG,ML,1.0,
TG,GN,1.0,
TG,BJ,2.0,
TG,CM,1.0,
TG,BR,1.0,
TG,GA,1.0,
TG,BE,3.0,
TT,SR,3.0,
TT,US,11.0,
TT,PA,2.0,
TT,AG,1.0,
TT,BB,2.0,
TT,VE,2.0,
TT,GY,1.0,
TT,GD,3.0,
TT,JM,1.0,
TT,GB,1.0,
TT,TT,2.0,
TT,CA,2.0,
TN,DE,32.0,
TN,LY,21.0,
TN,FR,44.0,
TN,DZ,3.0,
TN,MA,2.0,
TN,IT,8.0,
TN,TN,17.0,
TN,RU,6.0,
TN,AE,2.0,
TN,BE,4.0,
TN,NL,2.0,
TN,LU,2.0,
TN,LB,2.0,
TN,EG,2.0,
TN,QA,1.0,
TN,JO,1.0,
TN,SA,3.0,
TN,GB,22.0,
TN,TR,2.0,
TN,CH,6.0,
TN,CI,1.0,
TN,ES,2.0,
TN,RS,1.0,
TN,ML,1.0,
TN,SN,1.0,
TN,KW,1.0,
TN,PT,1.0,
TN,MR,1.0,
TN,BF,1.0,
TN,AT,1.0,
TN,MT,1.0,
TR,MA,3.0,
TR,CH,11.0,
TR,DE,128.0,
TR,RU,31.0,
TR,TR,306.0,
TR,FR,26.0,
TR,CY,14.0,
TR,UA,20.0,
TR,LY,6.0,
TR,MD,2.0,
TR,GR,6.0,
TR,GB,89.0,
TR,CA,2.0,
TR,DZ,6.0,
TR,IN,4.0,
TR,FI,5.0,
TR,IT,12.0,
TR,BY,2.0,
TR,LV,2.0,
TR,CN,7.0,
TR,NO,7.0,
TR,IE,2.0,
TR,AE,8.0,
TR,IR,14.0,
TR,SG,3.0,
TR,BH,2.0,
TR,AT,19.0,
TR,BE,8.0,
TR,NL,22.0,
TR,UZ,2.0,
TR,AZ,7.0,
TR,KW,6.0,
TR,BA,4.0,
TR,SI,2.0,
TR,RS,6.0,
TR,KZ,7.0,
TR,KR,3.0,
TR,IQ,16.0,
TR,GE,5.0,
TR,MT,4.0,
TR,LU,3.0,
TR,PL,2.0,
TR,LB,3.0,
TR,MY,2.0,
TR,EG,8.0,
TR,JP,4.0,
TR,HR,2.0,
TR,KE,2.0,
TR,DK,10.0,
TR,SE,6.0,
TR,ES,7.0,
TR,QA,4.0,
TR,RO,4.0,
TR,MK,2.0,
TR,AL,2.0,
TR,IL,3.0,
TR,CZ,2.0,
TR,JO,3.0,
TR,SA,18.0,
TR,TH,2.0,
TR,GH,1.0,
TR,ET,1.0,
TR,HU,2.0,
TR,BD,1.0,
TR,TZ,2.0,
TR,CM,2.0,
TR,BR,1.0,
TR,US,10.0,
TR,PK,3.0,
TR,DJ,1.0,
TR,ZA,1.0,
TR,NG,2.0,
TR,AF,2.0,
TR,RW,2.0,
TR,SD,1.0,
TR,NP,1.0,
TR,PT,2.0,
TR,OM,2.0,
TR,MV,1.0,
TR,NE,1.0,
TR,BG,1.0,
TR,ME,1.0,
TR,EE,1.0,
TR,TN,2.0,
TR,LT,1.0,
UG,UG,4.0,
UG,GB,2.0,
UG,BE,4.0,
UG,NL,3.0,
UG,AE,1.0,
UG,ET,1.0,
UG,RW,5.0,
UG,KE,3.0,
UG,EG,1.0,
UG,TZ,4.0,
UG,QA,1.0,
UG,ZA,1.0,
UG,TR,1.0,
UG,BI,1.0,
UG,SO,1.0,
UG,ER,1.0,
UA,TR,20.0,
UA,MD,1.0,
UA,GR,5.0,
UA,FR,3.0,
UA,IT,10.0,
UA,BY,2.0,
UA,GB,3.0,
UA,LV,2.0,
UA,NO,1.0,
UA,AE,10.0,
UA,UZ,1.0,
UA,ES,11.0,
UA,AZ,3.0,
UA,KZ,4.0,
UA,NL,2.0,
UA,GE,7.0,
UA,DE,12.0,
UA,PL,6.0,
UA,CH,3.0,
UA,IL,7.0,
UA,UA,28.0,
UA,RU,39.0,
UA,CZ,3.0,
UA,AT,10.0,
UA,EE,1.0,
UA,CY,6.0,
UA,TH,1.0,
UA,BE,2.0,
UA,AM,2.0,
UA,FI,1.0,
UA,US,1.0,
UA,PT,2.0,
UA,LT,2.0,
UA,JO,1.0,
UA,HU,1.0,
AE,PH,7.0,
AE,BD,10.0,
AE,AF,7.0,
AE,IN,88.0,
AE,LY,1.0,
AE,SA,47.0,
AE,KW,12.0,
AE,GR,3.0,
AE,LK,12.0,
AE,DE,23.0,
AE,US,24.0,
AE,PK,51.0,
AE,GB,22.0,
AE,OM,21.0,
AE,BH,15.0,
AE,TH,9.0,
AE,CN,16.0,
AE,SG,11.0,
AE,CA,3.0,
AE,NL,10.0,
AE,FR,7.0,
AE,DZ,2.0,
AE,MA,4.0,
AE,ID,5.0,
AE,IT,8.0,
AE,ZA,10.0,
AE,SD,10.0,
AE,MY,8.0,
AE,AU,16.0,
AE,MV,4.0,
AE,KE,9.0,
AE,SC,4.0,
AE,BY,2.0,
AE,BE,3.0,
AE,CY,3.0,
AE,SO,5.0,
AE,AO,2.0,
AE,IE,4.0,
AE,GH,1.0,
AE,ET,3.0,
AE,JO,9.0,
AE,SE,2.0,
AE,ES,2.0,
AE,LB,6.0,
AE,IQ,15.0,
AE,EG,11.0,
AE,DK,2.0,
AE,TZ,1.0,
AE,SN,1.0,
AE,RU,39.0,
AE,QA,10.0,
AE,UG,1.0,
AE,BR,3.0,
AE,CH,7.0,
AE,JP,8.0,
AE,KR,5.0,
AE,IR,24.0,
AE,TR,8.0,
AE,UA,10.0,
AE,PT,2.0,
AE,NG,2.0,
AE,ZM,1.0,
AE,MT,1.0,
AE,MU,2.0,
AE,CZ,2.0,
AE,VN,3.0,
AE,TW,1.0,
AE,TN,2.0,
AE,AT,2.0,
AE,PL,2.0,
AE,KZ,7.0,
AE,RS,3.0,
AE,NP,4.0,
AE,MD,1.0,
AE,AM,2.0,
AE,AZ,2.0,
AE,DJ,1.0,
AE,RO,3.0,
AE,MK,1.0,
AE,GE,1.0,
AE,UZ,2.0,
AE,AE,9.0,
AE,HU,1.0,
AE,BG,1.0,
AE,RW,1.0,
UY,AR,9.0,
UY,PY,1.0,
UY,BR,9.0,
UY,CL,2.0,
UY,US,2.0,
UY,PE,1.0,
UY,PA,1.0,
UY,ES,1.0,
UZ,RU,82.0,
UZ,LV,2.0,
UZ,CN,4.0,
UZ,UZ,21.0,
UZ,KZ,4.0,
UZ,IN,2.0,
UZ,TH,1.0,
UZ,FR,1.0,
UZ,AE,2.0,
UZ,IT,2.0,
UZ,DE,1.0,
UZ,AZ,1.0,
UZ,KR,3.0,
UZ,TR,2.0,
UZ,UA,1.0,
UZ,MY,2.0,
UZ,GB,1.0,
UZ,JP,1.0,
UZ,CZ,2.0,
UZ,SG,2.0,
UZ,IL,1.0,
UZ,IR,1.0,
VE,VE,125.0,
VE,US,9.0,
VE,PA,6.0,
VE,FR,1.0,
VE,MX,1.0,
VE,AR,2.0,
VE,CO,5.0,
VE,PE,2.0,
VE,IT,1.0,
VE,TT,2.0,
VE,CU,3.0,
VE,BR,3.0,
VE,DO,1.0,
VE,ES,4.0,
VE,EC,1.0,
VE,CL,1.0,
VE,DE,1.0,
VE,PT,3.0,
VE,GD,1.0,
VE,GY,1.0,
VN,SG,12.0,
VN,CN,23.0,
VN,PH,4.0,
VN,JP,20.0,
VN,TW,13.0,
VN,FR,6.0,
VN,KH,14.0,
VN,MY,6.0,
VN,DE,4.0,
VN,VN,126.0,
VN,AE,3.0,
VN,TH,10.0,
VN,KZ,1.0,
VN,KR,13.0,
VN,AU,4.0,
VN,QA,1.0,
VN,LA,6.0,
VN,RU,6.0,
VN,BU,2.0,
VN,ID,1.0,
ZM,NL,3.0,
ZM,ZW,10.0,
ZM,MW,6.0,
ZM,KE,6.0,
ZM,ZA,7.0,
ZM,BW,1.0,
ZM,AO,1.0,
ZM,AE,1.0,
ZM,ET,2.0,
ZM,NA,2.0,
ZM,ZM,12.0,
ZW,ZM,11.0,
ZW,KE,3.0,
ZW,ZA,9.0,
ZW,BW,2.0,
ZW,ET,2.0,
ZW,MW,1.0,
ZW,TZ,1.0,
ZW,NA,2.0,
ZW,ZW,6.0,
